Sala: 204 Predio: CAA Capacidade: 55 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
10:50-11:40,AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 8,AA Curso: Curso7 Predio: CAA Capacidade: 45 Periodo: 4,AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 8,AA Curso: Curso7 Predio: CAA Capacidade: 45 Periodo: 4,AA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 7,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,A Curso: Curso7 Predio: CAA Capacidade: 25 Periodo: 6,A Curso: Curso7 Predio: CAA Capacidade: 25 Periodo: 6,A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,AA Curso: Curso13 Predio: CAA Capacidade: 40 Periodo: 4,VAZIO, 
14:50-15:40,A Curso: Curso7 Predio: CAA Capacidade: 25 Periodo: 6,A Curso: Curso7 Predio: CAA Capacidade: 25 Periodo: 6,A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,AA Curso: Curso13 Predio: CAA Capacidade: 40 Periodo: 4,VAZIO, 
16:00-16:50,VAZIO, VAZIO, A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,A Curso: Curso4 Predio: CAA Capacidade: 45 Periodo: 3,VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 109 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, A Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 2,VAZIO, A Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 2,AA Curso: Curso15 Predio: CAA Capacidade: 35 Periodo: 8,VAZIO, 
08:50-09:40,VAZIO, A Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 2,VAZIO, A Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 2,AA Curso: Curso15 Predio: CAA Capacidade: 35 Periodo: 8,VAZIO, 
10:00-10:50,AAAA Curso: Curso14 Predio: CAA Capacidade: 35 Periodo: 8,AAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 8,AAAA Curso: Curso14 Predio: CAA Capacidade: 35 Periodo: 8,AAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 8,AA Curso: Curso15 Predio: CAA Capacidade: 35 Periodo: 8,VAZIO, 
10:50-11:40,AAAA Curso: Curso14 Predio: CAA Capacidade: 35 Periodo: 8,AAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 8,AAAA Curso: Curso14 Predio: CAA Capacidade: 35 Periodo: 8,AAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 8,AA Curso: Curso15 Predio: CAA Capacidade: 35 Periodo: 8,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,AAAA Curso: Curso13 Predio: CAA Capacidade: 25 Periodo: 6,AAAA Curso: Curso13 Predio: CAA Capacidade: 25 Periodo: 6,AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,AA Curso: Curso14 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, 
14:50-15:40,AAAA Curso: Curso13 Predio: CAA Capacidade: 25 Periodo: 6,AAAA Curso: Curso13 Predio: CAA Capacidade: 25 Periodo: 6,AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,AA Curso: Curso14 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, 
16:00-16:50,VAZIO, VAZIO, AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,AAAA Curso: Curso16 Predio: CAA Capacidade: 40 Periodo: 4,VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 110 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, A Curso: Curso14 Predio: CAA Capacidade: 45 Periodo: 6,VAZIO, A Curso: Curso14 Predio: CAA Capacidade: 45 Periodo: 6,AAA Curso: Curso3 Predio: CAA Capacidade: 30 Periodo: 8,VAZIO, 
08:50-09:40,VAZIO, A Curso: Curso14 Predio: CAA Capacidade: 45 Periodo: 6,VAZIO, A Curso: Curso14 Predio: CAA Capacidade: 45 Periodo: 6,AAA Curso: Curso3 Predio: CAA Capacidade: 30 Periodo: 8,VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, AAA Curso: Curso3 Predio: CAA Capacidade: 30 Periodo: 8,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, AAA Curso: Curso3 Predio: CAA Capacidade: 30 Periodo: 8,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,AAA Curso: Curso1 Predio: CAA Capacidade: 40 Periodo: 6,VAZIO, 
14:50-15:40,VAZIO, VAZIO, AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,AAA Curso: Curso1 Predio: CAA Capacidade: 40 Periodo: 6,VAZIO, 
16:00-16:50,VAZIO, VAZIO, AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso3 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 201 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, AAAA Curso: Curso2 Predio: CAA Capacidade: 40 Periodo: 7,VAZIO, AAAA Curso: Curso2 Predio: CAA Capacidade: 40 Periodo: 7,VAZIO, VAZIO, 
08:50-09:40,VAZIO, AAAA Curso: Curso2 Predio: CAA Capacidade: 40 Periodo: 7,VAZIO, AAAA Curso: Curso2 Predio: CAA Capacidade: 40 Periodo: 7,VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, A Curso: Curso15 Predio: CAA Capacidade: 25 Periodo: 4,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, A Curso: Curso15 Predio: CAA Capacidade: 25 Periodo: 4,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,AAAA Curso: Curso9 Predio: CAA Capacidade: 40 Periodo: 5,VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 202 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, AA Curso: Curso3 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, AA Curso: Curso3 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, VAZIO, 
08:50-09:40,VAZIO, AA Curso: Curso3 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, AA Curso: Curso3 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 203 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, AAA Curso: Curso6 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, AAA Curso: Curso6 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, VAZIO, 
08:50-09:40,VAZIO, AAA Curso: Curso6 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, AAA Curso: Curso6 Predio: CAA Capacidade: 35 Periodo: 7,VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 208 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 30 Periodo: 5,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 30 Periodo: 5,VAZIO, VAZIO, 
08:50-09:40,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 30 Periodo: 5,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 30 Periodo: 5,VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 209 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 40 Periodo: 8,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 40 Periodo: 8,VAZIO, VAZIO, 
08:50-09:40,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 40 Periodo: 8,VAZIO, A Curso: Curso11 Predio: CAC Capacidade: 40 Periodo: 8,VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 301 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 302 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 303 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, AA Curso: Curso15 Predio: CAC Capacidade: 45 Periodo: 4,VAZIO, AA Curso: Curso15 Predio: CAC Capacidade: 45 Periodo: 4,VAZIO, VAZIO, 
08:50-09:40,VAZIO, AA Curso: Curso15 Predio: CAC Capacidade: 45 Periodo: 4,VAZIO, AA Curso: Curso15 Predio: CAC Capacidade: 45 Periodo: 4,VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 310 Predio: CAA Capacidade: 45 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, A Curso: Curso4 Predio: CAA Capacidade: 25 Periodo: 7,VAZIO, A Curso: Curso4 Predio: CAA Capacidade: 25 Periodo: 7,VAZIO, VAZIO, 
08:50-09:40,VAZIO, A Curso: Curso4 Predio: CAA Capacidade: 25 Periodo: 7,VAZIO, A Curso: Curso4 Predio: CAA Capacidade: 25 Periodo: 7,VAZIO, VAZIO, 
10:00-10:50,AA Curso: Curso10 Predio: CAA Capacidade: 25 Periodo: 3,VAZIO, AA Curso: Curso10 Predio: CAA Capacidade: 25 Periodo: 3,VAZIO, AA Curso: Curso10 Predio: CAA Capacidade: 25 Periodo: 3,VAZIO, 
10:50-11:40,AA Curso: Curso10 Predio: CAA Capacidade: 25 Periodo: 3,VAZIO, AA Curso: Curso10 Predio: CAA Capacidade: 25 Periodo: 3,VAZIO, AA Curso: Curso10 Predio: CAA Capacidade: 25 Periodo: 3,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, AA Curso: Curso6 Predio: CAC Capacidade: 45 Periodo: 6,VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, AA Curso: Curso6 Predio: CAC Capacidade: 45 Periodo: 6,VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 107 Predio: CAA Capacidade: 35 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,A Curso: Curso1 Predio: CAA Capacidade: 35 Periodo: 3,AA Curso: Curso5 Predio: CAA Capacidade: 30 Periodo: 1,A Curso: Curso1 Predio: CAA Capacidade: 35 Periodo: 3,AA Curso: Curso5 Predio: CAA Capacidade: 30 Periodo: 1,AA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 2,VAZIO, 
08:50-09:40,A Curso: Curso1 Predio: CAA Capacidade: 35 Periodo: 3,AA Curso: Curso5 Predio: CAA Capacidade: 30 Periodo: 1,A Curso: Curso1 Predio: CAA Capacidade: 35 Periodo: 3,AA Curso: Curso5 Predio: CAA Capacidade: 30 Periodo: 1,AA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 2,VAZIO, 
10:00-10:50,A Curso: Curso9 Predio: CAA Capacidade: 30 Periodo: 1,AAA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 4,A Curso: Curso9 Predio: CAA Capacidade: 30 Periodo: 1,AAA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 4,AA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 2,VAZIO, 
10:50-11:40,A Curso: Curso9 Predio: CAA Capacidade: 30 Periodo: 1,AAA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 4,A Curso: Curso9 Predio: CAA Capacidade: 30 Periodo: 1,AAA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 4,AA Curso: Curso16 Predio: CAA Capacidade: 30 Periodo: 2,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,AAA Curso: Curso5 Predio: CAA Capacidade: 35 Periodo: 1,AAA Curso: Curso5 Predio: CAA Capacidade: 35 Periodo: 1,A Curso: Curso8 Predio: CAA Capacidade: 35 Periodo: 2,A Curso: Curso8 Predio: CAA Capacidade: 35 Periodo: 2,A Curso: Curso16 Predio: CAA Capacidade: 35 Periodo: 2,VAZIO, 
